mutation_id	sample_id	alt_counts	ref_counts	normal_cn	major_cn	minor_cn	tumour_content
S_1	example	23	26	2	1	1	0.65
S_2	example	14	35	2	1	1	0.65
S_3	example	17	32	2	1	1	0.65
S_4	example	13	36	2	1	1	0.65
S_5	example	17	32	2	1	1	0.65
S_6	example	20	29	2	1	1	0.65
S_7	example	8	41	2	1	1	0.65
S_8	example	22	27	2	1	1	0.65
S_9	example	15	34	2	1	1	0.65
S_10	example	12	37	2	1	1	0.65
S_11	example	23	26	2	1	1	0.65
S_12	example	18	31	2	1	1	0.65
S_13	example	9	40	2	1	1	0.65
S_14	example	17	32	2	1	1	0.65
S_15	example	15	34	2	1	1	0.65
S_16	example	14	35	2	1	1	0.65
S_17	example	22	27	2	1	1	0.65
S_18	example	17	32	2	1	1	0.65
S_19	example	13	36	2	1	1	0.65
S_20	example	17	32	2	1	1	0.65
S_21	example	19	30	2	1	1	0.65
S_22	example	24	25	2	1	1	0.65
S_23	example	11	38	2	1	1	0.65
S_24	example	18	31	2	1	1	0.65
S_25	example	15	34	2	1	1	0.65
S_26	example	9	40	2	1	1	0.65
S_27	example	11	38	2	1	1	0.65
S_28	example	11	38	2	1	1	0.65
S_29	example	14	35	2	1	1	0.65
S_30	example	21	28	2	1	1	0.65
S_31	example	5	44	2	1	1	0.65
S_32	example	12	37	2	1	1	0.65
S_33	example	11	38	2	1	1	0.65
S_34	example	13	36	2	1	1	0.65
S_35	example	17	32	2	1	1	0.65
S_36	example	12	37	2	1	1	0.65
S_37	example	10	39	2	1	1	0.65
S_38	example	11	38	2	1	1	0.65
S_39	example	17	32	2	1	1	0.65
S_40	example	15	34	2	1	1	0.65
S_41	example	18	31	2	1	1	0.65
S_42	example	10	39	2	1	1	0.65
S_43	example	15	34	2	1	1	0.65
S_44	example	16	33	2	1	1	0.65
S_45	example	18	31	2	1	1	0.65
S_46	example	18	31	2	1	1	0.65
S_47	example	13	36	2	1	1	0.65
S_48	example	21	28	2	1	1	0.65
S_49	example	16	33	2	1	1	0.65
S_50	example	13	36	2	1	1	0.65
S_51	example	11	38	2	1	1	0.65
S_52	example	15	34	2	1	1	0.65
S_53	example	20	29	2	1	1	0.65
S_54	example	14	35	2	1	1	0.65
S_55	example	13	36	2	1	1	0.65
S_56	example	10	39	2	1	1	0.65
S_57	example	16	33	2	1	1	0.65
S_58	example	21	28	2	1	1	0.65
S_59	example	15	34	2	1	1	0.65
S_60	example	22	27	2	1	1	0.65
S_61	example	9	40	2	1	1	0.65
S_62	example	18	31	2	1	1	0.65
S_63	example	23	26	2	1	1	0.65
S_64	example	15	34	2	1	1	0.65
S_65	example	24	25	2	1	1	0.65
S_66	example	21	28	2	1	1	0.65
S_67	example	20	29	2	1	1	0.65
S_68	example	6	43	2	1	1	0.65
S_69	example	20	29	2	1	1	0.65
S_70	example	17	32	2	1	1	0.65
S_71	example	15	34	2	1	1	0.65
S_72	example	12	37	2	1	1	0.65
S_73	example	17	32	2	1	1	0.65
S_74	example	15	34	2	1	1	0.65
S_75	example	17	32	2	1	1	0.65
S_76	example	9	40	2	1	1	0.65
S_77	example	17	32	2	1	1	0.65
S_78	example	19	30	2	1	1	0.65
S_79	example	19	30	2	1	1	0.65
S_80	example	5	44	2	1	1	0.65
S_81	example	11	38	2	1	1	0.65
S_82	example	18	31	2	1	1	0.65
S_83	example	11	38	2	1	1	0.65
S_84	example	18	31	2	1	1	0.65
S_85	example	13	36	2	1	1	0.65
S_86	example	11	38	2	1	1	0.65
S_87	example	12	37	2	1	1	0.65
S_88	example	18	31	2	1	1	0.65
S_89	example	17	32	2	1	1	0.65
S_90	example	13	36	2	1	1	0.65
S_91	example	15	34	2	1	1	0.65
S_92	example	9	40	2	1	1	0.65
S_93	example	17	32	2	1	1	0.65
S_94	example	17	32	2	1	1	0.65
S_95	example	17	32	2	1	1	0.65
S_96	example	10	39	2	1	1	0.65
S_97	example	10	39	2	1	1	0.65
S_98	example	16	33	2	1	1	0.65
S_99	example	15	34	2	1	1	0.65
S_100	example	20	29	2	1	1	0.65
S_101	example	18	31	2	1	1	0.65
S_102	example	21	28	2	1	1	0.65
S_103	example	17	32	2	1	1	0.65
S_104	example	13	36	2	1	1	0.65
S_105	example	15	34	2	1	1	0.65
S_106	example	14	35	2	1	1	0.65
S_107	example	10	39	2	1	1	0.65
S_108	example	10	39	2	1	1	0.65
S_109	example	8	41	2	1	1	0.65
S_110	example	20	29	2	1	1	0.65
S_111	example	11	38	2	1	1	0.65
S_112	example	17	32	2	1	1	0.65
S_113	example	20	29	2	1	1	0.65
S_114	example	20	29	2	1	1	0.65
S_115	example	18	31	2	1	1	0.65
S_116	example	20	29	2	1	1	0.65
S_117	example	18	31	2	1	1	0.65
S_118	example	9	40	2	1	1	0.65
S_119	example	10	39	2	1	1	0.65
S_120	example	25	24	2	1	1	0.65
S_121	example	4	45	2	1	1	0.65
S_122	example	13	36	2	1	1	0.65
S_123	example	15	34	2	1	1	0.65
S_124	example	18	31	2	1	1	0.65
S_125	example	23	26	2	1	1	0.65
S_126	example	22	27	2	1	1	0.65
S_127	example	16	33	2	1	1	0.65
S_128	example	16	33	2	1	1	0.65
S_129	example	6	43	2	1	1	0.65
S_130	example	18	31	2	1	1	0.65
S_131	example	17	32	2	1	1	0.65
S_132	example	15	34	2	1	1	0.65
S_133	example	12	37	2	1	1	0.65
S_134	example	15	34	2	1	1	0.65
S_135	example	17	32	2	1	1	0.65
S_136	example	13	36	2	1	1	0.65
S_137	example	18	31	2	1	1	0.65
S_138	example	19	30	2	1	1	0.65
S_139	example	11	38	2	1	1	0.65
S_140	example	16	33	2	1	1	0.65
S_141	example	20	29	2	1	1	0.65
S_142	example	8	41	2	1	1	0.65
S_143	example	18	31	2	1	1	0.65
S_144	example	9	40	2	1	1	0.65
S_145	example	15	34	2	1	1	0.65
S_146	example	24	25	2	1	1	0.65
S_147	example	13	36	2	1	1	0.65
S_148	example	17	32	2	1	1	0.65
S_149	example	13	36	2	1	1	0.65
S_150	example	16	33	2	1	1	0.65
S_151	example	17	32	2	1	1	0.65
S_152	example	14	35	2	1	1	0.65
S_153	example	19	30	2	1	1	0.65
S_154	example	14	35	2	1	1	0.65
S_155	example	15	34	2	1	1	0.65
S_156	example	4	45	2	1	1	0.65
S_157	example	14	35	2	1	1	0.65
S_158	example	27	22	2	1	1	0.65
S_159	example	13	36	2	1	1	0.65
S_160	example	17	32	2	1	1	0.65
S_161	example	20	29	2	1	1	0.65
S_162	example	16	33	2	1	1	0.65
S_163	example	21	28	2	1	1	0.65
S_164	example	8	41	2	1	1	0.65
S_165	example	16	33	2	1	1	0.65
S_166	example	12	37	2	1	1	0.65
S_167	example	18	31	2	1	1	0.65
S_168	example	17	32	2	1	1	0.65
S_169	example	19	30	2	1	1	0.65
S_170	example	18	31	2	1	1	0.65
S_171	example	14	35	2	1	1	0.65
S_172	example	16	33	2	1	1	0.65
S_173	example	23	26	2	1	1	0.65
S_174	example	17	32	2	1	1	0.65
S_175	example	21	28	2	1	1	0.65
S_176	example	25	24	2	1	1	0.65
S_177	example	18	31	2	1	1	0.65
S_178	example	15	34	2	1	1	0.65
S_179	example	15	34	2	1	1	0.65
S_180	example	15	34	2	1	1	0.65
S_181	example	16	33	2	1	1	0.65
S_182	example	21	28	2	1	1	0.65
S_183	example	10	39	2	1	1	0.65
S_184	example	20	29	2	1	1	0.65
S_185	example	14	35	2	1	1	0.65
S_186	example	13	36	2	1	1	0.65
S_187	example	24	25	2	1	1	0.65
S_188	example	26	23	2	1	1	0.65
S_189	example	11	38	2	1	1	0.65
S_190	example	13	36	2	1	1	0.65
S_191	example	16	33	2	1	1	0.65
S_192	example	13	36	2	1	1	0.65
S_193	example	23	26	2	1	1	0.65
S_194	example	17	32	2	1	1	0.65
S_195	example	13	36	2	1	1	0.65
S_196	example	11	38	2	1	1	0.65
S_197	example	20	29	2	1	1	0.65
S_198	example	17	32	2	1	1	0.65
S_199	example	11	38	2	1	1	0.65
S_200	example	21	28	2	1	1	0.65
S_201	example	20	29	2	1	1	0.65
S_202	example	16	33	2	1	1	0.65
S_203	example	15	34	2	1	1	0.65
S_204	example	12	37	2	1	1	0.65
S_205	example	17	32	2	1	1	0.65
S_206	example	24	25	2	1	1	0.65
S_207	example	18	31	2	1	1	0.65
S_208	example	8	41	2	1	1	0.65
S_209	example	16	33	2	1	1	0.65
S_210	example	8	41	2	1	1	0.65
S_211	example	16	33	2	1	1	0.65
S_212	example	18	31	2	1	1	0.65
S_213	example	17	32	2	1	1	0.65
S_214	example	24	25	2	1	1	0.65
S_215	example	20	29	2	1	1	0.65
S_216	example	8	41	2	1	1	0.65
S_217	example	17	32	2	1	1	0.65
S_218	example	10	39	2	1	1	0.65
S_219	example	15	34	2	1	1	0.65
S_220	example	13	36	2	1	1	0.65
S_221	example	15	34	2	1	1	0.65
S_222	example	13	36	2	1	1	0.65
S_223	example	9	40	2	1	1	0.65
S_224	example	15	34	2	1	1	0.65
S_225	example	19	30	2	1	1	0.65
S_226	example	10	39	2	1	1	0.65
S_227	example	11	38	2	1	1	0.65
S_228	example	14	35	2	1	1	0.65
S_229	example	11	38	2	1	1	0.65
S_230	example	18	31	2	1	1	0.65
S_231	example	17	32	2	1	1	0.65
S_232	example	13	36	2	1	1	0.65
S_233	example	20	29	2	1	1	0.65
S_234	example	14	35	2	1	1	0.65
S_235	example	15	34	2	1	1	0.65
S_236	example	16	33	2	1	1	0.65
S_237	example	18	31	2	1	1	0.65
S_238	example	17	32	2	1	1	0.65
S_239	example	17	32	2	1	1	0.65
S_240	example	23	26	2	1	1	0.65
S_241	example	18	31	2	1	1	0.65
S_242	example	19	30	2	1	1	0.65
S_243	example	8	41	2	1	1	0.65
S_244	example	12	37	2	1	1	0.65
S_245	example	12	37	2	1	1	0.65
S_246	example	14	35	2	1	1	0.65
S_247	example	19	30	2	1	1	0.65
S_248	example	12	37	2	1	1	0.65
S_249	example	9	40	2	1	1	0.65
S_250	example	19	30	2	1	1	0.65
S_251	example	13	36	2	1	1	0.65
S_252	example	9	40	2	1	1	0.65
S_253	example	13	36	2	1	1	0.65
S_254	example	12	37	2	1	1	0.65
S_255	example	17	32	2	1	1	0.65
S_256	example	14	35	2	1	1	0.65
S_257	example	8	41	2	1	1	0.65
S_258	example	13	36	2	1	1	0.65
S_259	example	18	31	2	1	1	0.65
S_260	example	15	34	2	1	1	0.65
S_261	example	21	28	2	1	1	0.65
S_262	example	16	33	2	1	1	0.65
S_263	example	14	35	2	1	1	0.65
S_264	example	13	36	2	1	1	0.65
S_265	example	17	32	2	1	1	0.65
S_266	example	16	33	2	1	1	0.65
S_267	example	16	33	2	1	1	0.65
S_268	example	20	29	2	1	1	0.65
S_269	example	16	33	2	1	1	0.65
S_270	example	12	37	2	1	1	0.65
S_271	example	20	29	2	1	1	0.65
S_272	example	18	31	2	1	1	0.65
S_273	example	15	34	2	1	1	0.65
S_274	example	25	24	2	1	1	0.65
S_275	example	19	30	2	1	1	0.65
S_276	example	6	43	2	1	1	0.65
S_277	example	18	31	2	1	1	0.65
S_278	example	15	34	2	1	1	0.65
S_279	example	8	41	2	1	1	0.65
S_280	example	21	28	2	1	1	0.65
S_281	example	15	34	2	1	1	0.65
S_282	example	16	33	2	1	1	0.65
S_283	example	20	29	2	1	1	0.65
S_284	example	21	28	2	1	1	0.65
S_285	example	21	28	2	1	1	0.65
S_286	example	15	34	2	1	1	0.65
S_287	example	12	37	2	1	1	0.65
S_288	example	18	31	2	1	1	0.65
S_289	example	11	38	2	1	1	0.65
S_290	example	20	29	2	1	1	0.65
S_291	example	11	38	2	1	1	0.65
S_292	example	16	33	2	1	1	0.65
S_293	example	10	39	2	1	1	0.65
S_294	example	17	32	2	1	1	0.65
S_295	example	12	37	2	1	1	0.65
S_296	example	25	24	2	1	1	0.65
S_297	example	13	36	2	1	1	0.65
S_298	example	17	32	2	1	1	0.65
S_299	example	15	34	2	1	1	0.65
S_300	example	24	25	2	1	1	0.65
S_301	example	11	38	2	1	1	0.65
S_302	example	17	32	2	1	1	0.65
S_303	example	23	26	2	1	1	0.65
S_304	example	19	30	2	1	1	0.65
S_305	example	10	39	2	1	1	0.65
S_306	example	16	33	2	1	1	0.65
S_307	example	13	36	2	1	1	0.65
S_308	example	18	31	2	1	1	0.65
S_309	example	14	35	2	1	1	0.65
S_310	example	9	40	2	1	1	0.65
S_311	example	22	27	2	1	1	0.65
S_312	example	22	27	2	1	1	0.65
S_313	example	28	21	2	1	1	0.65
S_314	example	23	26	2	1	1	0.65
S_315	example	13	36	2	1	1	0.65
S_316	example	20	29	2	1	1	0.65
S_317	example	8	41	2	1	1	0.65
S_318	example	21	28	2	1	1	0.65
S_319	example	20	29	2	1	1	0.65
S_320	example	22	27	2	1	1	0.65
S_321	example	13	36	2	1	1	0.65
S_322	example	18	31	2	1	1	0.65
S_323	example	19	30	2	1	1	0.65
S_324	example	21	28	2	1	1	0.65
S_325	example	16	33	2	1	1	0.65
S_326	example	13	36	2	1	1	0.65
S_327	example	14	35	2	1	1	0.65
S_328	example	13	36	2	1	1	0.65
S_329	example	10	39	2	1	1	0.65
S_330	example	17	32	2	1	1	0.65
S_331	example	21	28	2	1	1	0.65
S_332	example	16	33	2	1	1	0.65
S_333	example	15	34	2	1	1	0.65
S_334	example	12	37	2	1	1	0.65
S_335	example	12	37	2	1	1	0.65
S_336	example	21	28	2	1	1	0.65
S_337	example	17	32	2	1	1	0.65
S_338	example	17	32	2	1	1	0.65
S_339	example	17	32	2	1	1	0.65
S_340	example	10	39	2	1	1	0.65
S_341	example	16	33	2	1	1	0.65
S_342	example	18	31	2	1	1	0.65
S_343	example	15	34	2	1	1	0.65
S_344	example	15	34	2	1	1	0.65
S_345	example	19	30	2	1	1	0.65
S_346	example	15	34	2	1	1	0.65
S_347	example	14	35	2	1	1	0.65
S_348	example	18	31	2	1	1	0.65
S_349	example	9	40	2	1	1	0.65
S_350	example	19	30	2	1	1	0.65
S_351	example	18	31	2	1	1	0.65
S_352	example	11	38	2	1	1	0.65
S_353	example	30	19	2	1	1	0.65
S_354	example	23	26	2	1	1	0.65
