mutation_id	sample_id	cluster_id	cellular_prevalence	cellular_prevalence_std	cluster_assignment_prob
S_1	example	0	1.0000	0.0000	0.9976
S_10	example	0	1.0000	0.0000	0.9964
S_100	example	0	1.0000	0.0000	0.9815
S_1000	example	0	1.0000	0.0000	0.9920
S_1001	example	0	1.0000	0.0000	0.9947
S_1002	example	0	1.0000	0.0000	0.9994
S_1003	example	0	1.0000	0.0000	0.9992
S_1004	example	0	1.0000	0.0000	0.8450
S_1005	example	0	1.0000	0.0000	0.9717
S_1006	example	0	1.0000	0.0000	0.9565
S_1007	example	0	1.0000	0.0000	0.8450
S_1008	example	0	1.0000	0.0000	0.9879
S_1009	example	0	1.0000	0.0000	0.9947
S_101	example	0	1.0000	0.0000	0.9964
S_1010	example	0	1.0000	0.0000	0.9976
S_1011	example	0	1.0000	0.0000	0.8450
S_1012	example	0	1.0000	0.0000	0.6724
S_1013	example	0	1.0000	0.0000	0.9879
S_1014	example	0	1.0000	0.0000	0.5537
S_1015	example	0	1.0000	0.0000	0.9815
S_1016	example	0	1.0000	0.0000	0.9976
S_1017	example	0	1.0000	0.0000	0.9879
S_1018	example	0	1.0000	0.0000	0.8975
S_1019	example	0	1.0000	0.0000	0.8450
S_102	example	0	1.0000	0.0000	0.9984
S_1020	example	0	1.0000	0.0000	0.8975
S_1021	example	0	1.0000	0.0000	0.9815
S_1022	example	0	1.0000	0.0000	0.9879
S_1023	example	0	1.0000	0.0000	0.9815
S_1024	example	0	1.0000	0.0000	0.9947
S_1025	example	0	1.0000	0.0000	0.9815
S_1026	example	0	1.0000	0.0000	0.9331
S_1027	example	0	1.0000	0.0000	0.9920
S_1028	example	0	1.0000	0.0000	0.9984
S_1029	example	0	1.0000	0.0000	0.8975
S_103	example	0	1.0000	0.0000	0.9984
S_1030	example	0	1.0000	0.0000	0.9879
S_1031	example	0	1.0000	0.0000	0.9997
S_1032	example	0	1.0000	0.0000	0.9565
S_1033	example	0	1.0000	0.0000	0.8975
S_1034	example	0	1.0000	0.0000	0.9976
S_1035	example	0	1.0000	0.0000	0.9565
S_1036	example	0	1.0000	0.0000	0.9717
S_1037	example	0	1.0000	0.0000	0.9920
S_1038	example	0	1.0000	0.0000	0.9996
S_1039	example	0	1.0000	0.0000	0.9947
S_104	example	0	1.0000	0.0000	0.9815
S_1040	example	0	1.0000	0.0000	0.8450
S_1041	example	0	1.0000	0.0000	0.9964
S_1042	example	0	1.0000	0.0000	0.9947
S_1043	example	0	1.0000	0.0000	0.9992
S_1044	example	0	1.0000	0.0000	0.9964
S_1045	example	0	1.0000	0.0000	0.7707
S_1046	example	0	1.0000	0.0000	0.9920
S_1047	example	0	1.0000	0.0000	0.9879
S_1048	example	0	1.0000	0.0000	0.9976
S_1049	example	0	1.0000	0.0000	0.9717
S_105	example	0	1.0000	0.0000	0.9976
S_1050	example	0	1.0000	0.0000	0.9964
S_1051	example	0	1.0000	0.0000	0.9879
S_1052	example	0	1.0000	0.0000	0.9815
S_1053	example	0	1.0000	0.0000	0.9565
S_1054	example	0	1.0000	0.0000	0.8975
S_1055	example	0	1.0000	0.0000	0.9964
S_1056	example	0	1.0000	0.0000	0.5537
S_1057	example	0	1.0000	0.0000	0.9717
S_1058	example	0	1.0000	0.0000	0.9999
S_1059	example	0	1.0000	0.0000	0.9964
S_106	example	0	1.0000	0.0000	0.7707
S_1060	example	0	1.0000	0.0000	0.9331
S_1061	example	0	1.0000	0.0000	0.9920
S_1062	example	0	1.0000	0.0000	0.8975
S_1063	example	0	1.0000	0.0000	0.9947
S_1064	example	0	1.0000	0.0000	0.6724
S_1065	example	0	1.0000	0.0000	0.9815
S_1066	example	0	1.0000	0.0000	0.8975
S_1067	example	0	1.0000	0.0000	0.9947
S_1068	example	0	1.0000	0.0000	0.9996
S_1069	example	0	1.0000	0.0000	0.9920
S_107	example	0	1.0000	0.0000	0.9947
S_1070	example	0	1.0000	0.0000	0.9717
S_1071	example	0	1.0000	0.0000	0.9815
S_1072	example	0	1.0000	0.0000	0.9920
S_1073	example	0	1.0000	0.0000	0.9964
S_1074	example	0	1.0000	0.0000	0.9331
S_1075	example	0	1.0000	0.0000	0.9920
S_1076	example	0	1.0000	0.0000	0.9815
S_1077	example	0	1.0000	0.0000	0.9920
S_1078	example	0	1.0000	0.0000	0.9947
S_1079	example	0	1.0000	0.0000	0.9879
S_108	example	0	1.0000	0.0000	0.4261
S_1080	example	0	1.0000	0.0000	0.9947
S_1081	example	0	1.0000	0.0000	0.9920
S_1082	example	0	1.0000	0.0000	0.9565
S_1083	example	0	1.0000	0.0000	0.9879
S_1084	example	0	1.0000	0.0000	0.9984
S_1085	example	0	1.0000	0.0000	0.9992
S_1086	example	0	1.0000	0.0000	0.9565
S_1087	example	0	1.0000	0.0000	0.4261
S_1088	example	0	1.0000	0.0000	0.9331
S_1089	example	0	1.0000	0.0000	0.9879
S_109	example	0	1.0000	0.0000	0.9994
S_1090	example	0	1.0000	0.0000	0.9331
S_1091	example	0	1.0000	0.0000	0.9879
S_1092	example	0	1.0000	0.0000	0.9565
S_1093	example	0	1.0000	0.0000	0.9815
S_1094	example	0	1.0000	0.0000	0.9999
S_1095	example	0	1.0000	0.0000	0.9947
S_1096	example	0	1.0000	0.0000	0.9879
S_1097	example	0	1.0000	0.0000	0.9815
S_1098	example	0	1.0000	0.0000	0.9331
S_1099	example	0	1.0000	0.0000	0.9879
S_11	example	0	1.0000	0.0000	0.9976
S_110	example	0	1.0000	0.0000	0.9976
S_1100	example	0	1.0000	0.0000	0.9999
S_1101	example	0	1.0000	0.0000	0.9717
S_1102	example	0	1.0000	0.0000	0.9331
S_1103	example	0	1.0000	0.0000	0.9996
S_1104	example	0	1.0000	0.0000	0.9920
S_1105	example	0	1.0000	0.0000	0.9331
