mutation_id	sample_id	alt_counts	ref_counts	normal_cn	major_cn	minor_cn	tumour_content
S_1	example	12	26	2	1	1	0.65
S_2	example	7	31	2	1	1	0.65
S_3	example	12	26	2	1	1	0.65
S_4	example	14	24	2	1	1	0.65
S_5	example	11	27	2	1	1	0.65
S_6	example	10	28	2	1	1	0.65
S_7	example	11	27	2	1	1	0.65
S_8	example	24	14	2	1	1	0.65
S_9	example	10	28	2	1	1	0.65
S_10	example	16	22	2	1	1	0.65
S_11	example	5	33	2	1	1	0.65
S_12	example	14	24	2	1	1	0.65
S_13	example	17	21	2	1	1	0.65
S_14	example	8	30	2	1	1	0.65
S_15	example	8	30	2	1	1	0.65
S_16	example	18	20	2	1	1	0.65
S_17	example	13	25	2	1	1	0.65
S_18	example	9	29	2	1	1	0.65
S_19	example	8	30	2	1	1	0.65
S_20	example	8	30	2	1	1	0.65
S_21	example	15	23	2	1	1	0.65
S_22	example	11	27	2	1	1	0.65
S_23	example	10	28	2	1	1	0.65
S_24	example	11	27	2	1	1	0.65
S_25	example	16	22	2	1	1	0.65
S_26	example	15	23	2	1	1	0.65
S_27	example	13	25	2	1	1	0.65
S_28	example	8	30	2	1	1	0.65
S_29	example	10	28	2	1	1	0.65
S_30	example	15	23	2	1	1	0.65
S_31	example	11	27	2	1	1	0.65
S_32	example	13	25	2	1	1	0.65
S_33	example	17	21	2	1	1	0.65
S_34	example	12	26	2	1	1	0.65
S_35	example	13	25	2	1	1	0.65
S_36	example	14	24	2	1	1	0.65
S_37	example	17	21	2	1	1	0.65
S_38	example	13	25	2	1	1	0.65
S_39	example	10	28	2	1	1	0.65
S_40	example	10	28	2	1	1	0.65
S_41	example	8	30	2	1	1	0.65
S_42	example	13	25	2	1	1	0.65
S_43	example	13	25	2	1	1	0.65
S_44	example	13	25	2	1	1	0.65
S_45	example	9	29	2	1	1	0.65
S_46	example	9	29	2	1	1	0.65
S_47	example	20	18	2	1	1	0.65
S_48	example	12	26	2	1	1	0.65
S_49	example	8	30	2	1	1	0.65
S_50	example	14	24	2	1	1	0.65
S_51	example	14	24	2	1	1	0.65
S_52	example	18	20	2	1	1	0.65
S_53	example	17	21	2	1	1	0.65
S_54	example	10	28	2	1	1	0.65
S_55	example	16	22	2	1	1	0.65
S_56	example	6	32	2	1	1	0.65
S_57	example	12	26	2	1	1	0.65
S_58	example	7	31	2	1	1	0.65
S_59	example	11	27	2	1	1	0.65
S_60	example	8	30	2	1	1	0.65
S_61	example	13	25	2	1	1	0.65
S_62	example	10	28	2	1	1	0.65
S_63	example	16	22	2	1	1	0.65
S_64	example	9	29	2	1	1	0.65
S_65	example	19	19	2	1	1	0.65
S_66	example	14	24	2	1	1	0.65
S_67	example	16	22	2	1	1	0.65
S_68	example	3	35	2	1	1	0.65
S_69	example	14	24	2	1	1	0.65
S_70	example	11	27	2	1	1	0.65
S_71	example	18	20	2	1	1	0.65
S_72	example	15	23	2	1	1	0.65
